year,rank,title,artist
2025,16,Timeless,The Weeknd and Playboi Carti
2025,17,Not Like Us,Kendrick Lamar
2025,18,Just in Case,Morgan Wallen
2025,19,Taste,Sabrina Carpenter
2025,20,Squabble Up,Kendrick Lamar
2025,21,30 for 30,SZA and Kendrick Lamar
2025,22,Mutt,Leon Thomas
2025,23,Good News,Shaboozey
2025,24,Nokia,Drake
2025,25,Golden,"Huntrix: Ejae, Audrey Nuna and Rei Ami"
2025,26,Wildflower,Billie Eilish
2025,27,What I Want,Morgan Wallen featuring Tate McRae
2025,28,Messy,Lola Young
2025,29,Stargazing,Myles Smith
2025,30,Love Me Not,Ravyn Lenae
2025,31,"Good Luck, Babe!",Chappell Roan
2025,32,No One Noticed,The Marías
2025,33,All the Way,BigXthaPlug featuring Bailey Zimmerman
2025,34,Too Sweet,Hozier
2025,35,Worst Way,Riley Green
2025,36,Sailor Song,Gigi Perez
2025,37,Sorry I'm Here for Someone Else,Benson Boone
2025,38,Manchild,Sabrina Carpenter
2025,39,Anxiety,Doechii
2025,40,I Got Better,Morgan Wallen
2025,41,Sticky,"Tyler, the Creator featuring GloRilla, Sexyy Red and Lil Wayne"
2025,42,Undressed,Sombr
2025,43,I Never Lie,Zach Top
2025,44,Back to Friends,Sombr
2025,45,Bed Chem,Sabrina Carpenter
2025,46,Sports Car,Tate McRae
2025,47,Mystical Magical,Benson Boone
2025,48,Whatchu Kno About Me,GloRilla and Sexyy Red
2025,49,Indigo,Sam Barber featuring Avery Anna
2025,50,Please Please Please,Sabrina Carpenter
2025,51,DTMF,Bad Bunny
2025,52,Blue Strips,Jessie Murph
2025,53,Peekaboo,Kendrick Lamar featuring AzChike
2025,54,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo and Samuil Lee"
2025,55,High Road,Koe Wetzel featuring Jessie Murph
2025,56,Abracadabra,Lady Gaga
2025,57,Who,Jimin
2025,58,Burning Blue,Mariah the Scientist
2025,59,All I Want for Christmas Is You,Mariah Carey
2025,60,Daisies,Justin Bieber
2025,61,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo and Samuil Lee"
2025,62,Like Him,"Tyler, the Creator featuring Lola Young"
2025,63,Residuals,Chris Brown
2025,64,Smile,Morgan Wallen
2025,65,Last Christmas,Wham!
2025,66,Am I Okay?,Megan Moroney
2025,67,Rockin' Around the Christmas Tree,Brenda Lee
2025,68,How It's Done,"Huntrix: Ejae, Audrey Nuna and Rei Ami"
2025,69,Happen to Me,Russell Dickerson
2025,70,Baile Inolvidable,Bad Bunny
2025,71,Weren't for the Wind,Ella Langley
2025,72,I Ain't Comin' Back,Morgan Wallen featuring Post Malone
2025,73,Cry for Me,The Weeknd
2025,74,Bad Dreams,Teddy Swims
2025,75,Denial Is a River,Doechii
2025,76,BMF,SZA
2025,77,Eoo,Bad Bunny
2025,78,I'm Gonna Love You,Cody Johnson and Carrie Underwood
2025,79,I Am Not Okay,Jelly Roll
2025,80,Backup Plan,Bailey Zimmerman and Luke Combs
2025,81,Jingle Bell Rock,Bobby Helms
2025,82,Revolving Door,Tate McRae
2025,83,What It Sounds Like,"Huntrix: Ejae, Audrey Nuna and Rei Ami"
2025,84,Hard Fought Hallelujah,Brandon Lake and Jelly Roll
2025,85,Somebody Loves Me,PartyNextDoor and Drake
2025,86,Liar,Jelly Roll
2025,87,Tu Boda,Óscar Maydon and Fuerza Regida
2025,88,After All the Bars Are Closed,Thomas Rhett
2025,89,Nuevayol,Bad Bunny
2025,90,20 Cigarettes,Morgan Wallen
2025,91,Rather Lie,Playboi Carti and the Weeknd
2025,92,Free,Ejae and Andrew Choi
2025,93,Takedown,"Huntrix: Ejae, Audrey Nuna and Rei Ami"
2025,94,Heart of a Woman,Summer Walker
2025,95,House Again,Hudson Westbrook
2025,96,Dark Thoughts,Lil Tecca
2025,97,No Pole,Don Toliver
2025,98,Folded,Kehlani
2025,99,Superman,Morgan Wallen
2025,100,Loco,Netón Vega
